File Name,TItle,Description,Category,Level,Source Organization,Dates,Source URL,Attachment
2011-2012_KY_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_KY_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Louisiana in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Louisiana in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Louisiana in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Louisiana in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Louisiana in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Louisiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Louisiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Louisiana in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_LA_Rates_Retention,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Kansas in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Measures_Disciplinary,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Massachusetts in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Massachusetts in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Massachusetts in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Massachusetts in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Massachusetts in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Massachusetts in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Massachussetts in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Massachussetts in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Massachussetts in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MA_Rates_Retention,Number and percentage of students with(out) disabilities retained ,"Students with(out) disabilities subjected to retention by race, English proficiency, by gender and grade in Massachussetts in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Maryland in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Measures_Disciplinary_Students_With_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Maryland in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Measures_Disciplinary_Students_Without_Disabilities,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Maryland in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Rates_AP_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Maryland in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Rates_IB_Participation,Number and percentage of students with(out) disabilities enrolled in AP or IB programs,"Students with(out) disabilities enrolled in AP or Ib programs by race, English proficiency, and gender in Maryland in 2011-12",Education ,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Rates_Restraint_Seclusion_Combined,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Maryland in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Rates_Restraint_Seclusion_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Maryland in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_MD_Rates_Restraint_Seclusion_Non_IDEA,Number and percentage of students with(out) disabilites subjected to restraint or seclusion ,"Students with(out) disabilities subjected to restraint or seclusion by race, gender, and English proficiency in Maryland in 2011-12",Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
2011-2012_ME_Measures_Disciplinary_Combined,Number and percentage of students with(out) disabilities receiving disciplinary actions ,Students with(out) disabilities receiving disciplinary actions by race and gender in Maine in 2011-12,Discipline,State,Civil Rights Data Collection ,2011-12,https://ocrdata.ed.gov/StateNationalEstimations/Estimations_2011_12,
